560299163200815104,".@aamattyhealy You won't answer, like most feminists, because the answer exposes your OPPOSITION to #equality.  You fool only yourselves...",2756873076,MT8_9,sexism
560313899099373568,"@TheGags29  Nope.  Jessi and many other feminist's love our male tears, though... http://t.co/Z4ruzPBa73",2756873076,MT8_9,sexism
560181343926353920,"RT @CHSommers: How NPR helped create the current panic over a phantom campus ""rape culture."" @jonathanchait @sullydish @davidfrum http://t.…",2756873076,MT8_9,sexism
560191214344224768,RT @AlMartin2000: @Jackbarnesmra @AVoiceForMen @girlwriteswhat @JustLaurenB @BlackBeard20096 @MT8_9  Da womenz.. dey be sooo oppwessed! htt…,2756873076,MT8_9,sexism
560481970338430977,".@JenLawliet @SwitchManZZZ Actually, I explained nothing.  I asked YOU to think for YOURSELF and answer a question... http://t.co/AB9iGgTZPh",2756873076,MT8_9,sexism
560302766875480064,@TheGags29 You make many baseless assumptions and decide they are facts.,2756873076,MT8_9,sexism
560443767325753346,"@BristolBen @aamattyhealy FTR...I'm an ERA, not MRA.  Term MRA is flawed for same reason as feminism...gender specificity.",2756873076,MT8_9,sexism
560159989642588161,RT @AsheSchow: Yet another student settles with university over an unfair process resulting from campus sexual assault hearings: http://t.c…,2756873076,MT8_9,sexism
562773181023657985,"@chereecorbin Feminazi.  She changed it sarcastically from ""rad fem"".",2756873076,MT8_9,sexism
560811113068376064,@yunglibertarian I keep trying to explain...GOP needs CO to get to 270.  Nominate a Drug War-rior like Romney and you lose CO...and the WH.,2756873076,MT8_9,sexism
562821560466407424,@willberthelot @naaadnerb Deadbeat dad-ism is ILLEGAL.  This is the LEGAL system screwing him.,2756873076,MT8_9,sexism
560841269208170496,.@SlutWalkTO @Filotto @TheGags29 @bowtie_guy14 @MyLostGadget @JustLaurenB @LostSailorNY You support the slut shaming of #NoMorePage3? Odd...,2756873076,MT8_9,sexism
562678175852167172,"Self described ""radical feminist"" makes death threats against #GamerGate WOC for not doing/thinking as she was told. http://t.co/sVXfPPIhef",2756873076,MT8_9,sexism
562342319937310720,RT @kinghatemode: she made a gif of a black street fighter player as a monkey. she started getting heat for it  #GamerGate http://t.co/Dq73…,2756873076,MT8_9,sexism
562831975674040322,@g0ssipsquirrelx Take a guess...what %?,2756873076,MT8_9,sexism
561695991301431298,RT @niceguy239372: @MT8_9 @ExposeFeminism @MeReachingout @mjjchgdm @sh00ter_d yeah rape culture is a lie!! So true http://t.co/CE6emx2zh9,2756873076,MT8_9,sexism
562349627215986688,.@Shermertron @HumanistFury Real question is do feminist liberal bigots understand that different rules for men/women is sexism @jennykutner,2756873076,MT8_9,sexism
562767195466661888,".@WayneJBurrows @KirstArific He got one serve, not two.  Had to defend the doubles lines also.",2756873076,MT8_9,sexism
561532517896171520,"@thisonesakillaa @JusticeForAnita A well done, one...must say. Fem I was arguing w/ had RT me a few times..so I thought this was her cavalry",2756873076,MT8_9,sexism
562881096275476480,".@Ali_East_West @GenAnonCoward I know what a straw man is, Einstein.  What is the straw man here?",2756873076,MT8_9,sexism
560847759482556416,.@eaballesty @dileted @tim_geelen Those women are not exploited.  They make a calculated choice to use sex to advance careers.,2756873076,MT8_9,sexism
562860227318796288,"@cisrabbit ""Loose"" was a Freudian reference...",2756873076,MT8_9,sexism
562835643404144640,@tammykennon Men are assaulted 5 times more than women.,2756873076,MT8_9,sexism
562839679423488000,@Ali_East_West Let's test that... http://t.co/Q518iRDd3B,2756873076,MT8_9,sexism
562860793767944193,.@BristolBen @TheGags29 has either taken to some seriously ham fisted trolling or shes on meth/out of meth which I have suspected about her,2756873076,MT8_9,sexism
561005248907866112,".@Mich_McConnell It's fine, had the same argument 100s of times...you will eventually argue abortion has zero to do w/ having a kid or not",2756873076,MT8_9,sexism
560509487115943937,"@MGTOWKnight Feminists think very little of women, it turns out...",2756873076,MT8_9,sexism
560572503853371392,RT @g56yu: Men must prove a woman said 'Yes' under tough new rape rules - via @Telegraph http://t.co/Ul9legKnYy,2756873076,MT8_9,sexism
560828359559905280,.@tim_geelen @eaballesty Not true.  Feminism is also about getting free stuff and using benevolent sexism/chivalry to their advantage.,2756873076,MT8_9,sexism
560652455734939650,"RT @p4ndiamond: i love equal rights, fuck men , i love men , men are rapists ,not all men i care about MGM , LOL HIS DICK GOT CUT OFF #Twee…",2756873076,MT8_9,sexism
562434124313792512,RT @Feminazi_Front: @She_TheWolf @brotheryellow @MT8_9 here's a simple picture on why people dislike feminism. It's a simple concept http:/…,2756873076,MT8_9,sexism
562474692863614976,"RT @kaijusoshingeki: @CultOfVivian @shoe0nhead Wow.... just... wow. You hear that, ladies? You don't have to be afraid if Anita has money. …",2756873076,MT8_9,sexism
563034427044134912,@RealTrumpsFeels ...or the fugly.,2756873076,MT8_9,sexism
562430305492299777,@She_TheWolf  True.  Just 99% of them.,2756873076,MT8_9,sexism
561608108385243136,#INeedMeninismBecause watching feminists/their lapdogs have conniptions &amp; mock a movement created solely to mock THEIR movement = TOO funny.,2756873076,MT8_9,sexism
562305764459831298,"""@thisonesakillaa: In my opinion? All jokes are ok. Nothing should be off-limits to joke about. Just pointing out hypocrisies"" #SorryItsABoy",2756873076,MT8_9,sexism
562307702853238784,"Welcome to my ""stupid emotionally crippled child who needs to put their fingers in their ears cuz life is hard"" list. http://t.co/Gb3n2XYwPg",2756873076,MT8_9,sexism
562432586002485249,@She_TheWolf Are you a feminist?,2756873076,MT8_9,sexism
563022891638587392,@DavidicLineage I present Exhibits V-Z that #FeminismIsAwful http://t.co/xDh0uVQEl5,2756873076,MT8_9,sexism
562352842460393472,RT @FO7935: @garbage_person @MT8_9 @thisonesakillaa Must suck not being able 2 reach your own potential in life. Must be cuz you're a woman…,2756873076,MT8_9,sexism
562326341622956032,RT @PrinceLaQroix: @MT8_9 @philippenis 29 boys no girls killed isn't violence against boys 2 of 6 killed by Eliot Rodger = girls and is vio…,2756873076,MT8_9,sexism
562312335151611904,"Since the feminists at #sorryitsaboy &amp; #everydaysexism NOW just LOVE ""jokes"" I thought they'd like this one...right? http://t.co/y5tE6iR650",2756873076,MT8_9,sexism
560593786473312257,RT @pmb527: #GamerGate obviously Madden is a sexist video game series that refuses to add female characters. #TweetLikeAFeminist,2756873076,MT8_9,sexism
562834962341433344,@LivBo23 Men are assaulted 5 times more than women.,2756873076,MT8_9,sexism
561147028752064513,".@GRIMACHU Sounds a bit too much like ""separate but equal"". It's sexism, bias, bigotry, you name it. @MoJGovUK is clearly infested w bigots.",2756873076,MT8_9,sexism
562780644569530368,@ErikaLopezDurel Bad seeds grow weeds.  Must be rooted out first or else you'd foundation cracks.,2756873076,MT8_9,sexism
